LEAD_ID,RAW_INDUSTRY,EMPLOYEE_COUNT,ANNUAL_REVENUE,CREATED_DATE,total_engagements,unique_actions,days_since_nonconv,lead_score,lead_age
269,Retail,1009,54.93,05-01-2025,3,2,13,0.11,160
270,Manufacturing,3956,61.48,10-02-2025,3,3,112,1.00,124
271,Healthcare,3847,12.8,19-05-2025,1,1,133,0.01,26
272,Retail,4000,36.28,04-03-2025,4,2,39,0.11,102
273,Manufacturing,177,47.55,25-04-2025,4,3,98,1.00,50
274,Healthcare,3481,10.66,05-06-2025,3,2,12,0.96,9
275,Manufacturing,4611,40.03,04-06-2025,2,2,114,0.99,10
276,Technology,1465,69.07,26-02-2025,1,1,999,1.00,108
277,Healthcare,309,16.51,21-01-2025,2,1,999,0.99,144
278,Finance,3621,39.09,31-01-2025,1,1,105,0.00,134
279,Retail,1220,64.66,30-03-2025,4,3,84,1.00,76
280,Retail,4824,33.96,05-02-2025,1,1,999,0.99,129
281,Healthcare,2217,8.88,16-03-2025,2,1,27,0.02,90
282,Manufacturing,3889,62.64,13-02-2025,3,2,64,0.97,121
283,Healthcare,4329,96.66,06-03-2025,2,1,76,0.02,100
284,Healthcare,3914,43.34,21-05-2025,1,1,6,0.01,24
285,Finance,811,1.48,20-04-2025,4,2,999,1.00,55
286,Manufacturing,3979,28.56,03-03-2025,3,3,29,1.00,103
287,Retail,4896,95.33,02-01-2025,1,1,999,0.99,163
288,Healthcare,627,18.93,22-02-2025,3,3,75,1.00,112
289,Healthcare,1992,95.73,02-03-2025,1,1,148,0.00,104
290,Healthcare,2495,3.09,04-06-2025,2,2,82,0.98,10
291,Technology,686,53.66,18-04-2025,4,2,23,0.99,57
292,Manufacturing,2176,25.78,03-03-2025,4,3,30,1.00,103
293,Finance,3267,75.04,28-01-2025,2,2,156,0.98,137
294,Technology,899,99.53,05-06-2025,4,2,10,0.10,9
295,Finance,2906,62,30-03-2025,3,2,96,0.99,76
296,Retail,4392,95.42,05-04-2025,4,3,20,1.00,70
297,Manufacturing,2163,11.16,07-03-2025,3,2,53,0.97,99
298,Technology,686,53.66,17-02-2025,2,2,129,1.00,117
299,Retail,2086,65.38,05-03-2025,4,2,33,0.96,101
300,Healthcare,1498,90.7,23-05-2025,2,1,999,0.98,22
301,Finance,3470,34.31,03-03-2025,5,3,98,1.00,103
302,Technology,2232,52.35,07-06-2025,3,2,9,0.98,7
303,Finance,3295,7.4,17-02-2025,1,1,999,1.00,117
304,Technology,2290,77.14,24-01-2025,4,2,71,0.96,141
305,Finance,3940,77.6,04-03-2025,5,2,999,1.00,102
306,Manufacturing,1772,91.6,19-02-2025,3,3,148,1.00,115
307,Manufacturing,2176,25.78,15-03-2025,1,1,999,1.00,91
308,Technology,392,71.56,04-03-2025,3,3,105,1.00,102
309,Finance,3295,7.4,07-04-2025,3,2,58,0.97,68
310,Manufacturing,877,55.18,09-04-2025,5,3,28,1.00,66
311,Manufacturing,4080,63.76,17-05-2025,3,2,78,0.96,28
312,Finance,611,18.09,07-05-2025,5,4,75,1.00,38
313,Healthcare,3219,64.47,07-05-2025,4,2,13,0.97,38
314,Technology,2499,84.55,18-03-2025,1,1,999,1.00,88
315,Technology,1335,40.6,05-01-2025,4,2,8,0.96,160
316,Retail,2295,86.39,17-02-2025,1,1,77,0.00,117
317,Technology,1465,69.07,01-01-2025,5,4,16,1.00,164
318,Healthcare,4915,64.48,06-05-2025,1,1,999,1.00,39
319,Manufacturing,4611,40.03,21-05-2025,2,2,999,0.99,24
320,Finance,2786,25.91,06-04-2025,2,2,33,0.11,69
321,Finance,3267,75.04,19-05-2025,1,1,999,0.99,26
322,Healthcare,1498,90.7,18-01-2025,4,2,44,0.11,147
323,Retail,1351,23.89,25-05-2025,1,1,999,0.99,20
324,Manufacturing,3520,9.01,26-01-2025,3,3,108,1.00,139
325,Healthcare,3847,12.8,06-01-2025,3,3,7,0.99,159
326,Finance,710,86.16,27-03-2025,4,3,152,1.00,79
327,Manufacturing,2263,36.87,01-04-2025,1,1,54,0.00,74
328,Finance,2752,47.4,17-01-2025,5,3,64,1.00,148
329,Healthcare,3481,10.66,24-05-2025,1,1,155,0.00,21
330,Retail,3863,61.14,28-04-2025,1,1,999,0.99,47
331,Healthcare,1033,10.34,08-04-2025,2,2,88,0.98,67
332,Technology,3090,84.23,02-04-2025,4,3,56,1.00,73
333,Retail,2386,82.97,30-01-2025,1,1,999,1.00,135
334,Healthcare,3115,25.15,18-03-2025,1,1,127,0.00,88
335,Finance,2782,20.79,04-05-2025,5,3,106,1.00,41
336,Manufacturing,3179,48.67,25-05-2025,5,2,110,0.98,20
337,Technology,1193,37.3,17-05-2025,4,2,999,1.00,28
338,Technology,1821,93.52,31-05-2025,4,3,125,1.00,14
339,Finance,2782,20.79,12-01-2025,3,2,89,0.98,153
340,Healthcare,2538,28.48,07-06-2025,3,3,98,1.00,7
341,Retail,1187,16.93,02-01-2025,5,3,40,1.00,163
342,Retail,2295,86.39,14-01-2025,2,2,11,0.11,151
343,Manufacturing,2347,47.88,02-05-2025,5,3,31,1.00,43
344,Finance,1162,47.33,05-01-2025,5,3,36,1.00,160
345,Retail,2295,86.39,31-01-2025,3,3,12,1.00,134
346,Finance,3028,89.01,30-01-2025,4,2,19,0.98,135
347,Manufacturing,2263,36.87,19-04-2025,3,3,113,1.00,56
348,Retail,4824,33.96,10-02-2025,2,2,115,0.97,124
349,Retail,798,82.08,19-01-2025,1,1,6,0.00,146
350,Healthcare,3481,10.66,13-01-2025,5,3,94,1.00,152
351,Technology,551,30.75,06-03-2025,2,2,999,1.00,100
352,Healthcare,1498,90.7,03-06-2025,3,3,46,1.00,11
353,Manufacturing,828,85.71,14-04-2025,4,4,113,1.00,61
354,Finance,3992,70.58,18-03-2025,4,2,82,0.98,88
355,Manufacturing,1659,2.29,22-02-2025,3,2,29,0.97,112
356,Retail,2642,93.85,28-05-2025,5,3,154,1.00,17
357,Technology,772,25.34,07-03-2025,4,2,49,0.99,99
358,Technology,2302,27.61,16-05-2025,5,4,37,1.00,29
359,Manufacturing,2347,47.88,11-03-2025,2,2,34,0.96,95
360,Manufacturing,107,60.39,26-05-2025,2,2,71,0.94,19
361,Healthcare,165,39.99,16-02-2025,5,3,37,1.00,118
362,Manufacturing,3520,9.01,07-06-2025,1,1,51,0.00,7
363,Finance,1162,47.33,01-05-2025,5,3,28,1.00,44
364,Technology,3090,84.23,10-01-2025,2,2,98,0.09,155
365,Manufacturing,3413,37.03,16-02-2025,1,1,999,1.00,118
366,Technology,686,53.66,21-04-2025,1,1,60,0.00,54
367,Healthcare,557,67.79,20-02-2025,3,2,999,1.00,114
368,Healthcare,4938,74.96,12-03-2025,1,1,50,0.02,94
369,Finance,611,18.09,21-02-2025,3,2,101,0.96,113
370,Healthcare,4067,90.63,11-01-2025,1,1,117,0.02,154
371,Technology,289,16.84,09-04-2025,1,1,82,0.00,66
372,Healthcare,1498,90.7,22-04-2025,4,3,24,1.00,53
373,Retail,2086,65.38,21-04-2025,1,1,999,1.00,54
374,Retail,1187,16.93,10-02-2025,1,1,999,1.00,124
375,Healthcare,3219,64.47,22-04-2025,5,3,101,1.00,53
376,Manufacturing,2263,36.87,01-06-2025,3,3,80,0.99,13
377,Retail,2086,65.38,06-02-2025,5,4,63,1.00,128
378,Retail,1220,64.66,12-05-2025,3,3,91,1.00,33
379,Healthcare,3265,16.83,06-04-2025,1,1,90,0.00,69
380,Finance,4391,43.53,14-03-2025,4,3,149,1.00,92
381,Finance,2906,62,08-03-2025,2,2,46,0.12,98
382,Retail,3863,61.14,05-04-2025,1,1,999,1.00,70
383,Technology,1193,37.3,11-02-2025,2,1,30,0.02,123
384,Technology,1335,40.6,04-02-2025,1,1,44,0.00,130
385,Manufacturing,828,85.71,11-05-2025,3,2,26,0.94,34
386,Healthcare,2217,8.88,23-05-2025,5,4,15,1.00,22
387,Manufacturing,4275,34.74,26-04-2025,5,3,34,1.00,49
388,Finance,1189,9.56,08-04-2025,1,1,999,0.99,67
389,Healthcare,557,67.79,04-01-2025,5,4,17,1.00,161
390,Finance,1726,13.86,22-03-2025,4,3,6,1.00,84
391,Healthcare,668,35.03,21-02-2025,2,2,999,1.00,113
392,Healthcare,1353,2.05,28-01-2025,1,1,999,1.00,137
393,Finance,710,86.16,11-05-2025,4,4,63,1.00,34
394,Manufacturing,1772,91.6,07-01-2025,4,3,146,1.00,158
395,Healthcare,1561,28.17,27-03-2025,2,2,77,0.94,79
396,Finance,1247,12.7,02-02-2025,4,3,130,1.00,132
397,Retail,798,82.08,23-03-2025,4,3,90,1.00,83
398,Technology,4167,97.32,19-02-2025,5,3,44,1.00,115
399,Manufacturing,1659,2.29,08-02-2025,1,1,999,1.00,126
400,Retail,579,15.81,02-05-2025,2,2,11,0.12,43
401,Technology,2912,2.56,31-03-2025,1,1,999,1.00,75
402,Finance,2906,62,28-02-2025,2,2,31,0.92,106
403,Healthcare,1353,2.05,13-01-2025,4,2,79,0.98,152
404,Finance,3412,90.81,25-04-2025,5,3,18,1.00,50
405,Finance,611,18.09,05-02-2025,3,2,32,0.93,129
406,Retail,1060,79.77,04-04-2025,2,2,88,0.98,71
407,Manufacturing,828,85.71,16-02-2025,4,3,16,1.00,118
408,Manufacturing,3413,37.03,13-04-2025,2,1,999,0.99,62
409,Technology,4861,82.44,31-01-2025,5,2,73,0.16,134
410,Finance,1092,82.47,31-03-2025,2,2,16,0.09,75
411,Healthcare,3847,12.8,05-03-2025,1,1,999,0.99,101
412,Technology,1821,93.52,23-04-2025,3,2,15,0.95,52
413,Retail,3857,9.51,18-03-2025,3,3,7,0.99,88
414,Manufacturing,177,47.55,11-01-2025,2,2,114,0.98,154
415,Finance,1486,32.1,30-03-2025,3,3,6,1.00,76
416,Finance,1726,13.86,28-01-2025,3,3,114,1.00,137
417,Retail,2978,79.96,18-02-2025,5,4,89,1.00,116
418,Finance,2450,31.17,12-05-2025,5,3,33,0.99,33
419,Manufacturing,615,13.97,20-04-2025,1,1,47,0.01,55
420,Manufacturing,615,13.97,05-06-2025,4,3,157,1.00,9
421,Healthcare,2217,8.88,11-03-2025,5,3,33,1.00,95
422,Retail,4542,2.82,07-04-2025,3,1,999,0.99,68
423,Retail,2154,74.24,02-05-2025,1,1,999,1.00,43
424,Healthcare,2502,33.98,07-04-2025,1,1,999,1.00,68
425,Healthcare,2560,15.33,01-01-2025,4,3,134,1.00,164
426,Technology,392,71.56,16-01-2025,1,1,16,0.01,149
427,Technology,289,16.84,12-05-2025,3,3,99,1.00,33
428,Technology,772,25.34,19-02-2025,1,1,17,0.00,115
429,Healthcare,309,16.51,17-05-2025,3,2,91,0.94,28
430,Manufacturing,4464,47.4,15-04-2025,5,3,12,1.00,60
431,Technology,388,36.1,20-03-2025,2,2,20,0.97,86
432,Finance,3295,7.4,25-04-2025,2,2,144,0.99,50
433,Healthcare,2616,64.37,01-04-2025,2,2,19,0.91,74
434,Retail,4392,95.42,21-03-2025,1,1,999,1.00,85
435,Technology,1335,40.6,08-04-2025,1,1,999,1.00,67
436,Finance,1189,9.56,19-01-2025,5,2,117,0.99,146
437,Technology,4496,74.35,19-02-2025,3,2,53,0.96,115
438,Retail,4392,95.42,08-02-2025,3,3,43,1.00,126
439,Healthcare,1992,95.73,18-03-2025,1,1,130,0.00,88
440,Finance,3940,77.6,20-02-2025,2,2,158,1.00,114
441,Retail,3863,61.14,11-04-2025,3,2,100,1.00,64
442,Retail,2442,36.44,13-04-2025,2,2,26,0.97,62
443,Manufacturing,615,13.97,05-04-2025,3,3,154,1.00,70
444,Retail,2306,79.09,07-05-2025,2,2,46,0.98,38
445,Finance,3940,77.6,31-01-2025,3,3,59,1.00,134
446,Healthcare,3108,44.24,31-01-2025,5,2,65,0.99,134
447,Finance,1735,91.39,26-03-2025,5,3,19,1.00,80
448,Manufacturing,2347,47.88,14-02-2025,4,3,34,1.00,120
449,Retail,2306,79.09,20-04-2025,1,1,999,1.00,55
450,Healthcare,3219,64.47,22-01-2025,1,1,999,1.00,143
451,Finance,2906,62,06-04-2025,4,3,8,1.00,69
452,Manufacturing,2645,44,10-05-2025,3,2,92,0.96,35
453,Healthcare,4846,88.54,25-05-2025,5,3,152,1.00,20
454,Manufacturing,1066,81.28,20-02-2025,5,2,20,0.98,114
455,Technology,929,4.61,16-03-2025,1,1,999,1.00,90
456,Manufacturing,615,13.97,08-05-2025,4,2,23,0.11,37
457,Technology,2912,2.56,12-01-2025,5,3,53,1.00,153
458,Healthcare,66,22.59,26-01-2025,5,2,999,1.00,139
459,Healthcare,565,29,14-04-2025,5,2,999,1.00,61
460,Manufacturing,730,97.44,02-03-2025,3,2,54,0.11,104
461,Healthcare,1033,10.34,07-05-2025,3,2,84,0.12,38
462,Healthcare,1394,69.29,03-06-2025,3,2,28,0.12,11
463,Healthcare,1923,65.61,18-03-2025,5,3,101,1.00,88
464,Retail,2837,53.64,11-04-2025,5,3,37,1.00,64
465,Retail,1236,33.92,23-03-2025,2,1,999,1.00,83
466,Manufacturing,3956,61.48,01-02-2025,5,3,44,1.00,133
467,Retail,1220,64.66,02-03-2025,3,3,59,1.00,104
468,Technology,772,25.34,08-04-2025,4,4,126,1.00,67
469,Retail,1060,79.77,28-04-2025,4,2,15,0.98,47
470,Retail,1351,23.89,07-04-2025,5,3,160,1.00,68
471,Finance,3412,90.81,29-05-2025,3,3,95,1.00,16
472,Healthcare,3115,25.15,05-05-2025,3,2,999,0.99,40
473,Finance,177,82.86,11-02-2025,5,3,18,1.00,123
474,Retail,1187,16.93,12-05-2025,2,1,999,1.00,33
475,Healthcare,1561,28.17,20-01-2025,5,3,74,1.00,145
476,Retail,4392,95.42,07-05-2025,5,3,23,1.00,38
477,Retail,4542,2.82,10-03-2025,2,2,157,0.99,96
478,Healthcare,1614,66.05,18-04-2025,1,1,999,1.00,57
479,Finance,2350,28.36,06-01-2025,4,2,25,0.07,159
480,Technology,4882,13.91,19-04-2025,4,2,162,1.00,56
481,Manufacturing,2794,66.52,14-02-2025,4,2,136,1.00,120
482,Finance,544,12.03,18-05-2025,2,2,45,0.10,27
483,Technology,289,16.84,30-04-2025,5,4,41,1.00,45
484,Healthcare,1992,95.73,03-06-2025,3,2,6,0.93,11
485,Healthcare,2616,64.37,17-03-2025,2,2,75,0.17,89
486,Healthcare,4915,64.48,18-05-2025,3,2,999,0.99,27
487,Healthcare,2217,8.88,02-04-2025,1,1,107,0.00,73
488,Finance,2445,42.86,21-04-2025,3,3,144,1.00,54
489,Manufacturing,1808,22.25,10-03-2025,4,3,148,1.00,96
490,Technology,388,36.1,14-01-2025,2,2,108,0.14,151
491,Finance,4691,39.9,22-01-2025,4,4,26,1.00,143
492,Healthcare,2616,64.37,29-05-2025,5,3,16,1.00,16
493,Manufacturing,4464,47.4,17-01-2025,4,3,100,1.00,148
494,Technology,2912,2.56,06-03-2025,4,3,47,1.00,100
495,Healthcare,309,16.51,11-05-2025,1,1,63,0.01,34
496,Technology,1705,35.19,03-06-2025,5,3,56,1.00,11
497,Healthcare,1992,95.73,06-02-2025,2,1,93,0.00,128
498,Technology,1821,93.52,26-01-2025,4,3,49,1.00,139
499,Finance,1189,9.56,30-05-2025,2,2,144,0.99,15
500,Retail,2978,79.96,02-06-2025,4,2,34,0.96,12
501,Healthcare,2560,15.33,03-04-2025,4,2,67,0.92,72
502,Technology,772,25.34,12-04-2025,3,2,7,0.98,63
503,Manufacturing,4448,55.84,14-01-2025,4,3,126,1.00,151
504,Retail,1220,64.66,20-03-2025,5,3,46,1.00,86
505,Manufacturing,177,47.55,13-02-2025,5,4,113,1.00,121
506,Technology,1425,29.06,06-01-2025,4,3,162,1.00,159
507,Healthcare,71,23.98,15-01-2025,2,2,46,0.96,150
508,Healthcare,2502,33.98,15-02-2025,5,3,23,1.00,119
509,Manufacturing,2645,44,02-01-2025,2,2,131,1.00,163
510,Technology,1193,37.3,04-02-2025,1,1,144,0.00,130
511,Healthcare,1923,65.61,07-06-2025,3,3,98,1.00,7
512,Finance,1238,49.64,27-05-2025,3,2,999,0.99,18
513,Manufacturing,4464,47.4,25-03-2025,4,2,14,0.95,81
514,Technology,772,25.34,04-02-2025,4,2,84,0.98,130
515,Technology,133,58.87,03-01-2025,5,3,105,1.00,162
516,Retail,4824,33.96,30-05-2025,1,1,102,0.02,15
517,Manufacturing,1066,81.28,15-02-2025,1,1,157,0.02,119
518,Manufacturing,4275,34.74,08-02-2025,1,1,999,1.00,126
519,Manufacturing,615,13.97,17-05-2025,4,3,26,0.99,28
520,Manufacturing,1659,2.29,14-01-2025,1,1,999,1.00,151
521,Retail,1060,79.77,30-01-2025,4,3,21,1.00,135
522,Technology,388,36.1,01-06-2025,1,1,48,0.00,13
523,Technology,2548,59.13,18-05-2025,4,3,57,1.00,27
524,Retail,2837,53.64,21-05-2025,1,1,115,0.02,24
525,Technology,1335,40.6,12-04-2025,1,1,21,0.01,63
526,Retail,2386,82.97,29-04-2025,1,1,148,0.01,46
527,Healthcare,71,23.98,10-04-2025,1,1,112,0.01,65
528,Finance,4391,43.53,09-03-2025,5,3,35,1.00,97
529,Technology,686,53.66,22-01-2025,4,2,12,1.00,143
530,Manufacturing,3584,68.76,01-05-2025,5,3,55,1.00,44
531,Manufacturing,948,92.54,03-01-2025,2,2,41,0.98,162
532,Healthcare,3265,16.83,24-02-2025,4,3,93,1.00,110
533,Technology,1833,5.96,24-05-2025,4,2,20,0.97,21
534,Manufacturing,493,71.03,13-02-2025,5,3,54,1.00,121
535,Manufacturing,2176,25.78,23-05-2025,4,3,64,1.00,22
536,Manufacturing,3889,62.64,13-01-2025,5,4,35,1.00,152
537,Technology,1193,37.3,24-01-2025,1,1,999,0.99,141
538,Finance,3412,90.81,07-05-2025,3,2,999,1.00,38
539,Finance,3816,97.59,12-03-2025,5,2,137,0.97,94
540,Technology,4496,74.35,16-05-2025,3,2,49,0.12,29
541,Technology,1821,93.52,17-05-2025,5,3,54,1.00,28
542,Healthcare,1614,66.05,12-05-2025,1,1,999,1.00,33
543,Technology,929,4.61,11-02-2025,1,1,999,1.00,123
544,Retail,263,67.06,09-03-2025,3,2,16,0.97,97
545,Retail,1187,16.93,29-05-2025,2,2,999,0.99,16
546,Technology,551,30.75,08-01-2025,3,2,77,0.98,157
547,Healthcare,1353,2.05,04-06-2025,4,3,76,1.00,10
548,Technology,551,30.75,22-02-2025,4,3,92,1.00,112
549,Manufacturing,4611,40.03,27-03-2025,2,2,104,0.12,79
550,Manufacturing,3413,37.03,27-03-2025,4,2,60,0.08,79
551,Healthcare,2560,15.33,16-05-2025,1,1,999,0.99,29
552,Healthcare,4938,74.96,01-03-2025,2,2,23,0.12,105
553,Healthcare,1614,66.05,04-03-2025,5,4,25,1.00,102
554,Retail,3863,61.14,03-05-2025,5,4,54,1.00,42
555,Finance,3267,75.04,02-01-2025,1,1,999,1.00,163
556,Manufacturing,3413,37.03,18-01-2025,5,3,73,1.00,147
557,Retail,4358,91.26,08-02-2025,2,2,62,0.10,126
558,Finance,2445,42.86,25-03-2025,1,1,156,0.00,81
559,Technology,686,53.66,27-01-2025,1,1,122,0.01,138
560,Healthcare,2217,8.88,12-05-2025,1,1,87,0.00,33
561,Manufacturing,107,60.39,21-02-2025,4,3,72,1.00,113
562,Technology,2302,27.61,01-01-2025,2,2,125,1.00,164
563,Technology,1125,5.4,09-04-2025,4,3,24,1.00,66
564,Manufacturing,3413,37.03,07-04-2025,3,2,66,0.08,68
565,Healthcare,1394,69.29,09-02-2025,4,3,134,1.00,125
566,Finance,2357,76.68,16-03-2025,4,3,63,1.00,90
567,Manufacturing,1659,2.29,27-02-2025,5,4,9,1.00,107
568,Finance,3028,89.01,20-01-2025,3,3,20,1.00,145
569,Technology,133,58.87,30-03-2025,2,1,999,1.00,76
570,Retail,263,67.06,27-05-2025,2,2,7,0.94,18
571,Technology,1705,35.19,30-05-2025,3,2,61,0.96,15
572,Finance,710,86.16,23-04-2025,2,2,50,0.95,52
573,Technology,772,25.34,11-02-2025,2,2,999,1.00,123
574,Finance,1189,9.56,23-05-2025,3,2,144,0.97,22
575,Retail,3590,59.94,08-05-2025,4,3,52,1.00,37
576,Finance,1726,13.86,15-04-2025,5,4,8,1.00,60
577,Retail,4358,91.26,26-01-2025,1,1,9,0.02,139
578,Manufacturing,2263,36.87,26-01-2025,5,4,154,1.00,139
579,Technology,1838,59.45,20-02-2025,2,2,14,0.94,114
580,Technology,2912,2.56,06-01-2025,1,1,999,1.00,159
581,Manufacturing,107,60.39,06-01-2025,1,1,999,0.99,159
582,Finance,611,18.09,25-02-2025,4,3,102,1.00,109
583,Retail,2295,86.39,08-05-2025,4,2,32,0.97,37
584,Manufacturing,3956,61.48,23-05-2025,3,2,6,0.09,22
585,Finance,1735,91.39,11-03-2025,3,2,69,0.94,95
586,Healthcare,1986,53.35,15-01-2025,3,2,11,0.98,150
587,Finance,544,12.03,04-06-2025,2,2,999,0.99,10
588,Technology,2912,2.56,01-01-2025,1,1,999,1.00,164
589,Healthcare,2560,15.33,15-01-2025,5,3,79,1.00,150
590,Healthcare,3847,12.8,04-05-2025,1,1,79,0.00,41
591,Retail,2442,36.44,01-02-2025,1,1,999,1.00,133
592,Technology,385,5.22,28-05-2025,1,1,12,0.01,17
593,Retail,2978,79.96,16-03-2025,3,3,70,1.00,90
594,Technology,551,30.75,21-01-2025,4,3,74,1.00,144
595,Finance,1162,47.33,22-05-2025,1,1,999,1.00,23
596,Healthcare,1048,19.87,08-04-2025,5,4,9,1.00,67
597,Healthcare,1625,50.21,06-05-2025,3,2,21,0.94,39
598,Technology,1425,29.06,10-05-2025,2,2,15,0.99,35
599,Healthcare,627,18.93,11-04-2025,4,3,12,1.00,64
600,Retail,4509,65.56,25-01-2025,4,4,12,1.00,140
601,Healthcare,3219,64.47,17-05-2025,3,2,77,0.96,28
602,Manufacturing,1622,36.33,12-03-2025,1,1,49,0.01,94
603,Technology,1335,40.6,11-05-2025,3,2,136,1.00,34
604,Retail,2306,79.09,31-05-2025,5,4,43,1.00,14
605,Finance,3519,28.73,20-02-2025,2,2,87,0.93,114
606,Technology,2232,52.35,19-03-2025,3,1,36,0.04,87
607,Technology,2499,84.55,16-01-2025,3,3,55,1.00,149
608,Technology,899,99.53,26-02-2025,1,1,32,0.01,108
609,Retail,1484,35.86,16-02-2025,5,4,72,1.00,118
610,Finance,3267,75.04,30-04-2025,5,3,6,1.00,45
611,Finance,3028,89.01,07-01-2025,4,2,63,0.96,158
612,Manufacturing,3496,84.06,09-03-2025,1,1,999,1.00,97
613,Manufacturing,107,60.39,02-02-2025,5,3,17,1.00,132
614,Finance,4691,39.9,18-03-2025,2,2,112,0.97,88
615,Technology,392,71.56,25-04-2025,5,3,7,1.00,50
616,Manufacturing,4080,63.76,27-02-2025,3,2,115,0.99,107
617,Finance,1247,12.7,14-04-2025,5,2,999,1.00,61
618,Retail,2442,36.44,26-05-2025,5,4,75,1.00,19
619,Healthcare,71,23.98,26-05-2025,4,2,35,0.92,19
620,Healthcare,1992,95.73,10-04-2025,4,3,96,1.00,65
621,Technology,929,4.61,02-06-2025,5,3,10,1.00,12
622,Manufacturing,177,47.55,06-04-2025,1,1,31,0.01,69
623,Manufacturing,4080,63.76,10-04-2025,5,4,31,1.00,65
624,Technology,2302,27.61,17-02-2025,2,2,97,0.98,117
625,Healthcare,3219,64.47,04-04-2025,5,3,105,1.00,71
626,Manufacturing,2163,11.16,19-01-2025,1,1,999,1.00,146
627,Technology,2548,59.13,10-02-2025,4,3,6,1.00,124
628,Retail,3590,59.94,02-04-2025,1,1,999,1.00,73
629,Technology,1193,37.3,03-05-2025,1,1,101,0.00,42
630,Manufacturing,2347,47.88,13-01-2025,3,2,46,0.97,152
631,Finance,611,18.09,18-01-2025,4,3,32,1.00,147
632,Technology,1335,40.6,16-05-2025,2,2,29,0.96,29
633,Finance,1189,9.56,16-02-2025,2,2,66,0.12,118
634,Healthcare,3219,64.47,27-05-2025,1,1,111,0.01,18
635,Finance,2528,65.09,19-03-2025,3,2,59,0.94,87
636,Healthcare,3484,79.91,18-02-2025,3,3,69,1.00,116
637,Healthcare,71,23.98,17-03-2025,2,2,999,1.00,89
638,Healthcare,3756,2.93,10-03-2025,4,2,70,1.00,96
639,Manufacturing,107,60.39,14-04-2025,5,3,51,1.00,61
640,Finance,3527,48.02,24-05-2025,4,3,74,1.00,21
641,Finance,4691,39.9,04-02-2025,5,2,61,0.98,130
642,Technology,3090,84.23,27-02-2025,3,2,13,0.98,107
643,Retail,2154,74.24,03-01-2025,3,1,999,0.98,162
644,Manufacturing,4464,47.4,27-02-2025,3,2,999,1.00,107
645,Retail,579,15.81,18-05-2025,5,4,30,1.00,27
646,Finance,2906,62,15-02-2025,5,3,26,1.00,119
647,Finance,3621,39.09,27-01-2025,2,2,85,0.12,138
648,Manufacturing,730,97.44,02-05-2025,2,2,37,0.12,43
649,Retail,2837,53.64,25-03-2025,3,2,94,0.98,81
650,Healthcare,165,39.99,09-02-2025,2,2,12,0.98,125
651,Retail,2295,86.39,27-05-2025,1,1,49,0.00,18
652,Technology,2499,84.55,02-02-2025,4,3,29,1.00,132
653,Healthcare,1561,28.17,05-04-2025,2,1,999,1.00,70
654,Retail,4065,41.12,10-03-2025,1,1,999,1.00,96
655,Retail,2386,82.97,16-05-2025,1,1,999,0.99,29
656,Healthcare,4839,35,10-01-2025,5,3,114,1.00,155
657,Technology,1335,40.6,17-03-2025,1,1,12,0.00,89
658,Finance,2445,42.86,28-02-2025,5,4,40,1.00,106
659,Manufacturing,4080,63.76,30-05-2025,3,3,130,1.00,15
660,Finance,3295,7.4,06-01-2025,4,1,22,0.05,159
661,Retail,4358,91.26,12-03-2025,4,3,35,1.00,94
662,Finance,4457,91.71,12-03-2025,5,4,6,1.00,94
663,Healthcare,71,23.98,28-01-2025,1,1,34,0.01,137
664,Healthcare,1353,2.05,05-02-2025,1,1,999,1.00,129
665,Retail,1236,33.92,30-05-2025,4,3,16,1.00,15
666,Manufacturing,2163,11.16,20-05-2025,1,1,999,1.00,25
667,Finance,2419,21.94,26-03-2025,4,4,77,1.00,80
668,Technology,388,36.1,13-05-2025,4,2,999,0.99,32
669,Manufacturing,4381,62.95,06-01-2025,2,2,161,1.00,159
670,Finance,4457,91.71,06-06-2025,3,3,73,1.00,8
671,Technology,4861,82.44,01-06-2025,2,2,49,0.97,13
672,Technology,1193,37.3,12-05-2025,5,3,65,1.00,33
673,Finance,2419,21.94,01-03-2025,4,3,74,1.00,105
674,Healthcare,3115,25.15,28-03-2025,2,2,87,0.99,78
675,Finance,544,12.03,02-06-2025,4,4,8,1.00,12
676,Retail,1026,25.96,28-01-2025,4,3,90,1.00,137
677,Finance,1247,12.7,07-06-2025,1,1,31,0.00,7
678,Technology,686,53.66,26-01-2025,3,2,70,0.98,139
679,Technology,1193,37.3,20-04-2025,4,3,25,1.00,55
680,Finance,2786,25.91,19-01-2025,3,3,124,1.00,146
681,Manufacturing,948,92.54,26-05-2025,1,1,999,1.00,19
682,Technology,2302,27.61,26-02-2025,4,4,148,1.00,108
683,Technology,2290,77.14,07-04-2025,5,4,22,1.00,68
684,Manufacturing,2549,26.93,02-06-2025,1,1,999,1.00,12
685,Finance,3940,77.6,28-04-2025,4,3,61,1.00,47
686,Healthcare,4329,96.66,17-05-2025,1,1,999,1.00,28
687,Retail,2086,65.38,31-05-2025,2,2,58,0.98,14
688,Healthcare,668,35.03,10-02-2025,2,2,999,1.00,124
689,Healthcare,2840,25.65,19-01-2025,3,2,116,1.00,146
690,Retail,4824,33.96,26-03-2025,4,3,131,1.00,80
691,Retail,3370,39.61,11-05-2025,5,4,59,1.00,34
692,Finance,3470,34.31,24-02-2025,2,2,52,0.96,110
